cosine_t0,cosine_t_mult,decay_rate,horizontal_flip,lora,lora_dropout,lora_rank,lr,onecycle_div_factor,onecycle_final_div_factor,onecycle_pct_start,patience_epochs,poly_power,random_rotate,sched,step_size,vertical_flip,weight_decay,num_samples,default_resolution,num_channels,num_classes,dataset,cost,epoch_0_iou,epoch_1_iou,epoch_2_iou,epoch_3_iou,epoch_4_iou,epoch_5_iou,epoch_6_iou,epoch_7_iou,epoch_8_iou,epoch_9_iou
3,2,0.5,0,0,0.0,8,0.005,80,10,0.03,0,0.9,1,onecycle,3,1,5e-05,524,"(1232, 1624)",3,1,eyes,140.96516180038452,0.11848912935238332,0.20970567595213652,0.2182032737880945,0.25727181397378446,0.2605239449068904,0.25181893100962044,0.24466565726324915,0.28378016501665115,0.28024595184251666,0.28302878271788356
3,2,0.1,0,0,0.0,16,0.004,10,160,0.09,1,0.5,0,onecycle,5,0,0.0001,633,"(464, 449)",3,3,US,137.11571431159973,0.5835377886891365,0.0,0.0,0.09405752758029848,0.5106186226010323,0.0,0.14734201235696673,0.6077171877026558,0.5475077278912067,0.586282166838646
3,1,0.5,1,1,0.1,16,0.004,25,40,0.065,1,1.0,0,cosine,5,0,0.0,470,"(1600, 1200)",3,1,leaf,125.52761912345886,0.26265806555747984,0.21647794423624872,0.26836810116656123,0.37656307481229306,0.36740490244701507,0.4293982656672597,0.3492511032149196,0.43834241945296526,0.4527166705578566,0.432488901540637
5,2,0.1,1,0,0.1,4,1.5e-05,30,10,0.03,1,1.0,0,cosine,5,1,5e-05,6321,"(374, 280)",1,1,fiber,106.33567214012146,0.14162719622254372,0.18289116621017457,0.2151940420269966,0.20104921758174896,0.20130459293723107,0.1981779344379902,0.21244719251990318,0.19327568486332894,0.19941062480211258,0.20184288769960404
5,2,0.5,0,1,0.0,16,0.003,100,320,0.08,1,0.9,0,cosine_warm,3,0,5e-05,489,"(288, 384)",3,1,polyp,119.73975801467896,0.20050004799850285,0.22628683429211377,0.33687197633553295,0.36742346445098517,0.39552967697381974,0.16930487309582531,0.2933311303379014,0.2811683584237471,0.32014434979246287,0.332289663515985
5,1,0.5,0,1,0.0,8,0.002,65,1000,0.055,2,0.5,0,poly,5,1,5e-05,480,"(1080, 1920)",3,3,terrain,184.9744143486023,0.0,0.0,0.30974419936537745,0.29856292381882665,0.0,0.0,0.29953345507383344,0.266183827072382,0.07599053555168211,0.19208186883479356
5,2,0.5,0,1,0.0,16,3.5e-05,25,320,0.04,1,0.5,0,cosine_warm,5,1,0.0,14164,"(600, 400)",3,12,human_parsing,208.62776446342468,0.8645412415266037,0.8706013441085816,0.8722967207431793,0.8723153978586197,0.8718114346265793,0.8702515840530396,0.8754847019910812,0.876017302274704,0.8739245176315308,0.8735564559698105
5,2,0.5,0,1,0.0,8,0.004,15,40,0.07,0,0.9,0,poly,5,0,0.0,633,"(464, 449)",3,3,US,156.62217140197754,0.054149652388878165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2,0.5,0,1,0.1,8,0.00025,25,20,0.095,2,1.0,1,plateau,3,0,0.0,470,"(1600, 1200)",3,1,leaf,127.29574489593506,0.5675188192166388,0.606279668584466,0.6036795258522034,0.6120865467935801,0.47510436923475935,0.6478483509272337,0.6186992943286895,0.6307241280097514,0.640227884054184,0.6766679726541043
5,1,0.8,1,1,0.0,16,0.003,65,640,0.09,0,0.9,1,plateau,3,0,0.0,633,"(464, 449)",3,3,US,156.8094699382782,0.5595303282141686,0.5877723753452301,0.6499753668904305,0.6903861090540886,0.6767929032444954,0.6732701525092125,0.73056381046772,0.7404139488935471,0.7664156258106232,0.7719196975231171
3,2,0.5,1,0,0.0,4,1.2e-05,30,10,0.045,2,0.9,1,onecycle,3,1,1e-05,900,"(767, 1022)",3,1,lesion,122.9986400604248,0.8973474085330964,0.9042951315641403,0.9060171574354172,0.9086153626441955,0.9087509989738465,0.9141157358884812,0.9138942033052444,0.9151656031608582,0.9150898575782775,0.9148528903722764
5,1,0.8,1,1,0.0,8,0.00018,25,640,0.1,1,0.5,1,step,5,0,1e-05,480,"(1080, 1920)",3,3,terrain,185.43716526031494,0.4021196410059929,0.3849312737584114,0.4751989834010601,0.3627002626657486,0.42297895178198813,0.46037662997841833,0.4669200718402863,0.5252146176993847,0.5114115331321955,0.5302818492054939
3,1,0.5,0,0,0.1,16,0.005,40,40,0.1,0,1.0,0,cosine,3,1,0.0,524,"(1232, 1624)",3,1,eyes,139.08364915847778,0.02656543617413263,0.16935936845839022,0.18914171112701297,0.20694808401167392,0.21157601103186607,0.16232341723516583,0.21120536159723996,0.1809055163525045,0.1922573558986187,0.1972769676707685
2,1,0.8,0,0,0.0,4,3.5e-05,10,40,0.03,2,0.9,0,step,5,0,0.0,633,"(464, 449)",3,3,US,139.26436638832092,0.8603365927934646,0.8668291628360748,0.8829111307859421,0.8760084927082061,0.8889171689748764,0.8864388465881348,0.8886134564876557,0.8951950252056122,0.896714699268341,0.8971793532371521
5,1,0.5,0,1,0.0,8,5e-05,50,160,0.065,2,0.9,0,poly,5,0,0.0,898,"(900, 1600)",3,0,golf,139.22683262825012,0.5709281589835882,0.6184269990772009,0.6169070936739445,0.6186765477061271,0.5918195642530918,0.6210829183459282,0.6245582349598408,0.6252223700284958,0.6286878563463688,0.6256031773984432
3,2,0.8,0,0,0.0,4,0.007,30,10,0.08,2,0.5,1,cosine_warm,3,1,0.0,109,"(1500, 1500)",3,1,building,165.09382724761963,0.1630423154681921,0.1507185660302639,0.2419096887111664,0.23946457877755165,0.16873793583363295,0.22053209654986858,0.23762912191450597,0.23547553941607474,0.23381157517433165,0.24373919442296027
2,2,0.5,0,0,0.0,8,0.0008,100,40,0.035,2,0.5,1,cosine_warm,3,0,0.0,14164,"(600, 400)",3,12,human_parsing,187.87359499931335,0.786560732126236,0.8129504054784775,0.7984920769929886,0.8142926126718522,0.8199315398931504,0.8394787460565567,0.785838520526886,0.8058827698230744,0.7885755568742752,0.8252607852220535
5,1,0.8,1,0,0.0,16,0.0015,25,10,0.04,1,0.5,1,plateau,3,0,0.0001,109,"(1500, 1500)",3,1,building,164.59877276420593,0.27191737219691275,0.18372495025396346,0.3196179933845997,0.3299403227865696,0.36368447840213775,0.3658460579812527,0.38863724991679194,0.3792844034731388,0.4100010864436626,0.41051934882998464
2,1,0.5,0,1,0.0,16,0.00018,20,320,0.03,0,1.0,0,poly,5,1,0.0,900,"(767, 1022)",3,1,lesion,137.99616956710815,0.894043242931366,0.912140753865242,0.9063519388437271,0.9185033887624741,0.9220213860273361,0.9217862218618393,0.9211096227169037,0.9230346560478211,0.9212516486644745,0.9243735343217849
5,1,0.1,1,0,0.1,4,0.0001,65,20,0.1,1,0.5,1,cosine,3,1,5e-05,633,"(464, 449)",3,3,US,140.13199877738953,0.8453709870576859,0.8579726547002793,0.8720656007528305,0.8744025081396103,0.8703437834978104,0.8802327930927276,0.879375422000885,0.886417743563652,0.8852003574371338,0.8863816797733307
3,2,0.1,1,0,0.0,8,6e-05,100,320,0.085,1,1.0,1,poly,3,1,0.0001,633,"(464, 449)",3,3,US,141.90332174301147,0.8266790330410003,0.8503750264644623,0.8498880624771118,0.8689878284931183,0.8701997011899948,0.8765096992254258,0.8796079099178314,0.8719363003969193,0.87460877597332,0.8766997426748275
3,1,0.5,1,0,0.1,4,0.002,100,640,0.08,0,1.0,1,step,3,0,0.0001,898,"(900, 1600)",3,0,golf,123.55087208747864,0.0,2.8399695565894943e-06,0.1157229864038527,0.1577100321650505,0.12803956181742251,0.14895384991541505,0.13648351496085526,0.10463172644376754,0.14550209539011122,0.13345158733427526
3,1,0.8,1,0,0.1,4,1.2e-05,80,40,0.07,0,0.9,1,cosine_warm,5,0,0.0,480,"(1080, 1920)",3,3,terrain,169.74788618087769,0.42750546187162397,0.45149408280849457,0.46043589785695077,0.4855541341006756,0.4974252447485924,0.4990761637687683,0.5089163899421691,0.5173944875597953,0.526667020469904,0.5269618920981884
2,2,0.5,0,1,0.0,4,2e-05,30,160,0.09,2,0.5,1,plateau,3,0,0.0001,6464,"(480, 854)",3,9,cholec,158.43272471427917,0.19385286774486304,0.22949482388794423,0.22042348701506853,0.2203377105295658,0.2290409252047539,0.22179157417267562,0.23034138958901168,0.22915934398770332,0.22856645993888378,0.22827937938272952
2,2,0.1,1,1,0.0,16,0.0005,30,1000,0.05,1,0.5,0,step,5,1,0.0001,489,"(288, 384)",3,1,polyp,117.90305542945862,0.6685072980821133,0.6892046466469764,0.634480637870729,0.7068627644330263,0.5470998074859381,0.7129626326262951,0.7131060715764761,0.7414425602182746,0.7528046370483935,0.753948526782915
5,1,0.5,1,1,0.0,4,0.005,65,20,0.09,2,0.5,0,poly,3,0,0.0,898,"(900, 1600)",3,0,golf,138.964608669281,0.0,0.0,1.23583422464435e-06,9.991084684770612e-05,0.0,0.0001661521817368339,6.179094725666801e-07,0.00035167767662187545,0.00027021934947697447,0.00074631425577536
2,2,0.1,1,1,0.1,4,0.0008,50,20,0.095,1,0.9,1,poly,5,0,0.0,480,"(1080, 1920)",3,3,terrain,185.22568893432617,0.23190867565572262,0.18055101858917624,0.3024724967777729,0.29481129348278046,0.3889367274940014,0.43393822833895684,0.24862445732578636,0.3707190237939358,0.42950456887483596,0.4146848849952221
5,2,0.1,0,1,0.0,4,0.005,20,160,0.05,1,0.5,1,cosine,3,1,0.0001,898,"(900, 1600)",3,0,golf,140.09883213043213,0.0,0.0,0.000228414069624705,0.0003417892770357867,1.5702114069426898e-05,0.00544099557591835,0.0003060439593582487,0.00014208625489118277,3.3824644469859776e-05,0.00018649112671482727
3,1,0.1,0,0,0.0,8,5e-05,30,320,0.065,2,1.0,1,poly,5,1,0.0001,524,"(1232, 1624)",3,1,eyes,141.48467540740967,0.2529626987874508,0.332767716050148,0.32852415144443514,0.34729468300938604,0.3391525521874428,0.3347900971770287,0.366799158602953,0.3534469209611416,0.3643631495535374,0.35598852634429934
3,1,0.5,0,0,0.1,8,0.00048,100,160,0.08,2,1.0,1,cosine,5,1,1e-05,480,"(1080, 1920)",3,3,terrain,170.53329753875732,0.3227748669683933,0.42878793030977247,0.29067185446619986,0.4034659396857023,0.4284238778054714,0.43530346900224687,0.41745566092431546,0.5156098738312721,0.5244478322565556,0.5370118655264378
3,2,0.5,0,1,0.1,4,0.007,80,20,0.065,2,0.5,0,step,3,0,0.0,14164,"(600, 400)",3,12,human_parsing,208.40613341331482,1.536969157314161e-05,0.011892090410765378,0.0010196009934588801,0.0023549752277176594,0.013349100989535146,0.012493893207556539,0.0028229746846591295,0.011016753931471612,0.009647664634394459,0.012536685636587209
2,2,0.1,1,0,0.0,8,0.00048,20,10,0.06,1,0.9,1,cosine_warm,5,1,0.0,6321,"(374, 280)",1,1,fiber,107.17751550674438,0.25048550963401794,0.25744928121566774,0.26307032257318497,0.27393668368458746,0.27890844345092775,0.2832149833440781,0.2648081392049789,0.26764228045940397,0.2670988403260708,0.2909043550491333
2,1,0.1,0,1,0.1,4,0.002,80,1000,0.05,0,0.5,0,step,5,0,0.0,633,"(464, 449)",3,3,US,154.99978613853455,0.6351670861244202,0.7044355973601342,0.7420814216136933,0.7927057415246963,0.7918116688728333,0.8261634171009063,0.8212233066558838,0.827661445736885,0.8285830229520798,0.8371060580015183
2,2,0.5,1,1,0.1,8,0.005,25,20,0.04,0,0.9,0,cosine,5,0,0.0001,14164,"(600, 400)",3,12,human_parsing,207.06813311576843,5.244569663318543e-05,0.000355822063420419,0.004056785981492794,0.015693327184271764,0.006062295678839291,0.012949503554659713,0.009088848935425631,0.0022510715342832555,0.00654049130544081,0.006992891325353412
3,2,0.8,1,0,0.1,4,0.00018,50,160,0.07,0,0.5,0,step,3,0,0.0001,898,"(900, 1600)",3,0,golf,122.89078283309937,0.5554823920130729,0.5395353745669127,0.5624364297837019,0.5988277822732926,0.6010245736688375,0.6297634325921535,0.6235174909234047,0.6311813525855541,0.6599382791668177,0.6495916996151209
2,1,0.8,0,1,0.1,4,5e-05,25,20,0.1,0,0.9,0,poly,5,0,1e-05,898,"(900, 1600)",3,0,golf,139.07203364372253,0.551002966426313,0.5966430995613337,0.5925005070865155,0.6034201256930828,0.616066626086831,0.5908160757273435,0.6094836182892323,0.6126656707376241,0.6167626149952412,0.6183589801192284
5,2,0.1,1,0,0.0,16,0.002,50,80,0.05,1,0.9,1,cosine,5,0,0.0001,898,"(900, 1600)",3,0,golf,124.15970039367676,0.13211256992071868,0.0010015966472565196,0.05368460421450436,0.06976466218475252,0.16120805013924838,0.11966620478779078,0.12054819455370307,0.12639380400069058,0.1900213085114956,0.15633900370448828
2,2,0.8,0,0,0.1,16,3.5e-05,40,20,0.04,2,0.9,1,cosine,3,0,1e-05,6464,"(480, 854)",3,9,cholec,141.79010701179504,0.16176318917423488,0.20011052787303923,0.2129099490121007,0.22647990398108958,0.21430663652718068,0.21646866723895072,0.23749944381415844,0.2405879892408848,0.23527105301618575,0.24514536149799823
5,1,0.5,0,0,0.0,4,1e-05,20,640,0.055,2,0.9,0,cosine,3,0,5e-05,470,"(1600, 1200)",3,1,leaf,105.028404712677,0.4870027950964868,0.5504355195909738,0.5700232501141727,0.5813988178037107,0.5852963214740157,0.583902982622385,0.584971050452441,0.5858389570377767,0.5854882403276861,0.5869298246689141
3,2,0.5,1,0,0.1,4,0.003,15,640,0.075,2,0.5,0,cosine_warm,3,1,0.0001,470,"(1600, 1200)",3,1,leaf,106.61074805259705,0.4335758097469807,0.3495592925697565,0.4722706981934607,0.34674788573756815,0.4666159553453326,0.46028400398790836,0.47186937406659124,0.46951408851891757,0.4963042969815433,0.26862383873958606
5,2,0.8,0,0,0.1,4,0.00012,20,20,0.07,2,1.0,0,cosine,3,1,5e-05,6321,"(374, 280)",1,1,fiber,106.43872666358948,0.16375595554709435,0.2609055146574974,0.267571035772562,0.2590611010789871,0.2735310547053814,0.27775500938296316,0.2782687976956367,0.2829356580972672,0.2852758511900902,0.28585814237594603
2,1,0.8,0,1,0.1,16,0.005,65,640,0.065,2,0.5,1,plateau,5,1,0.0,6321,"(374, 280)",1,1,fiber,129.31963777542114,0.0,0.0002789494021271821,0.0517311317846179,0.06011330001056194,0.04863997790962458,0.047357508447021246,0.06191787924617529,0.04297781786881387,0.010746139328693971,0.01893654081504792
5,2,0.8,0,1,0.0,8,1.5e-05,50,40,0.07,0,0.5,0,onecycle,3,1,0.0,633,"(464, 449)",3,3,US,152.9876401424408,0.7468858003616333,0.8266198992729187,0.8350911378860474,0.8395590990781784,0.8367797672748566,0.8443449467420578,0.8514747530221939,0.8511689603328705,0.8505907535552979,0.8511290073394775
3,2,0.1,0,0,0.0,16,0.006,25,10,0.055,2,1.0,0,step,5,0,0.0001,898,"(900, 1600)",3,0,golf,122.45544838905334,0.0,0.0,3.727089106178028e-05,0.0,7.429122160829138e-06,0.0003011177044754731,0.0003974795306021406,4.03603104132344e-05,0.00011708075480783009,5.843860744789708e-05
3,2,0.5,1,1,0.0,16,0.006,40,320,0.05,1,0.9,1,step,3,1,0.0,489,"(288, 384)",3,1,polyp,121.21579837799072,0.0,0.0006190285337652312,0.04083051670131681,0.03720071757852565,0.032703967136330905,0.04254461209347937,0.0473380266193999,0.07539776496123522,0.08304409139091148,0.10678283152119547
5,2,0.1,1,0,0.0,4,0.003,65,40,0.095,2,0.9,0,step,3,0,1e-05,900,"(767, 1022)",3,1,lesion,121.27093458175659,0.07631115891199443,0.7688267983496189,0.8007583431899548,0.7496623352169991,0.8027567937970161,0.8127579420804978,0.847967141866684,0.8380591243505477,0.8501424238085746,0.8485849291086197
3,1,0.5,0,1,0.1,16,0.00018,65,80,0.095,2,0.5,0,poly,5,0,5e-05,633,"(464, 449)",3,3,US,154.99176168441772,0.8636102974414825,0.8792884886264801,0.8760344564914704,0.8842616349458694,0.8999822735786438,0.8957219630479812,0.9055817663669586,0.9055230796337128,0.9047107875347138,0.9056100994348526
5,1,0.8,1,0,0.0,16,5e-05,30,20,0.035,2,0.5,1,plateau,5,0,0.0,6321,"(374, 280)",1,1,fiber,110.22652983665466,0.19042310267686843,0.2363278314471245,0.17958987653255462,0.2472279191017151,0.2591564290225506,0.2638532489538193,0.2691954806447029,0.2656598165631294,0.26419449895620345,0.2641008622944355
2,2,0.1,0,1,0.1,4,0.00012,15,160,0.03,1,1.0,0,poly,5,0,5e-05,900,"(767, 1022)",3,1,lesion,138.2669267654419,0.9068025320768356,0.9156064987182617,0.9070873469114303,0.9218199640512467,0.9173777848482132,0.9212869137525559,0.9230035573244095,0.9227047443389893,0.9239498853683472,0.9245112717151642
2,2,0.8,0,1,0.1,16,1.5e-05,100,10,0.095,0,1.0,1,cosine,3,0,0.0,898,"(900, 1600)",3,0,golf,140.01216769218445,0.4490457160398364,0.5385776843875647,0.5619929764419794,0.5785343337804079,0.5908549703657627,0.5979151926934719,0.5976319916546344,0.6006507433950901,0.6004639528691769,0.601302071288228
3,2,0.5,0,1,0.1,8,0.00012,30,20,0.095,1,0.5,0,plateau,3,0,0.0,470,"(1600, 1200)",3,1,leaf,126.21004247665405,0.5896440360695123,0.6079115301370621,0.6385949373245239,0.6450307996943593,0.6191616255789996,0.6416461698710918,0.6348404283635318,0.6352823013439775,0.631407424248755,0.6441139165312052
5,1,0.5,0,0,0.1,8,0.0004,15,40,0.095,0,0.9,1,plateau,5,1,1e-05,6321,"(374, 280)",1,1,fiber,108.96291399002075,0.23325395062565804,0.2551724314689636,0.2597614638507366,0.2817781440913677,0.26110762879252436,0.2836910106241703,0.2894861899316311,0.2933181129395962,0.2910378582775593,0.2974003218114376
2,1,0.5,0,1,0.1,4,2e-05,30,80,0.08,1,0.9,1,cosine,5,1,5e-05,109,"(1500, 1500)",3,1,building,185.21606945991516,0.2969967871904373,0.33289608396589754,0.3495464727282524,0.35722646713256834,0.3595674932003021,0.36728767305612564,0.37415222749114035,0.375541465729475,0.3755819879472256,0.3775414973497391
5,2,0.1,0,0,0.1,16,0.00055,30,1000,0.085,1,1.0,0,onecycle,5,0,5e-05,470,"(1600, 1200)",3,1,leaf,107.88667631149292,0.5819677472114563,0.534866304602474,0.2869033845665399,0.56712456792593,0.5984936311841011,0.5930614951997996,0.6151917457580567,0.6607515275478363,0.6562147960066795,0.6572088703513146
5,1,0.5,0,0,0.0,4,0.00012,10,10,0.095,2,0.5,0,poly,5,1,1e-05,6321,"(374, 280)",1,1,fiber,111.61367297172546,0.20596262887120248,0.2566566623747349,0.25487229898571967,0.2568043865263462,0.2766485050320625,0.27650742009282114,0.2814884290099144,0.28514949008822443,0.2886174388229847,0.2892234444618225
2,2,0.8,1,0,0.1,4,0.005,65,1000,0.03,2,1.0,1,cosine,5,0,1e-05,489,"(288, 384)",3,1,polyp,100.70149779319763,0.1307885538553819,0.0900102027808316,0.013069014166831039,0.018231240485329182,0.07541840007179416,0.10159202283830382,0.05744753694161773,0.05419577638967894,0.08011998074362055,0.07183424450922757
5,2,0.1,0,1,0.1,8,2.5e-05,20,1000,0.03,1,0.9,0,cosine_warm,5,1,0.0001,14164,"(600, 400)",3,12,human_parsing,206.43424081802368,0.8613291382789612,0.8658974736928939,0.8681879192590714,0.8679006427526474,0.8686805367469788,0.8702306985855103,0.8682945668697357,0.8710627645254135,0.8692886352539062,0.8737529814243317
3,2,0.5,1,1,0.0,16,0.005,30,1000,0.095,1,0.5,0,poly,5,0,0.0,6464,"(480, 854)",3,9,cholec,156.56526565551758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.1,1,0,0.0,8,2.5e-05,40,1000,0.085,1,1.0,0,plateau,3,1,5e-05,6321,"(374, 280)",1,1,fiber,109.31218361854553,0.16268523186445236,0.22013372480869292,0.2062011517584324,0.24140054285526275,0.21856007725000381,0.21382157504558563,0.25052286088466647,0.24159015640616416,0.2411620907485485,0.24190464168787001
5,1,0.1,0,1,0.1,4,0.0005,65,40,0.09,0,0.5,1,cosine,3,1,0.0,470,"(1600, 1200)",3,1,leaf,129.2396640777588,0.5379780922085047,0.5186989950016141,0.541785342246294,0.5706574514508247,0.5924566950649023,0.5906250415369868,0.6608513563871383,0.6637156769633293,0.6888645917177201,0.708186486363411
5,2,0.5,1,1,0.0,16,3.5e-05,30,10,0.1,1,1.0,0,onecycle,3,0,0.0,14164,"(600, 400)",3,12,human_parsing,208.42982459068298,0.8548848897218704,0.8658294647932052,0.8655826926231385,0.8707982301712036,0.8741092950105667,0.8684303611516953,0.8684868782758712,0.8694333344697952,0.8699657887220382,0.8699175894260407
3,1,0.5,1,0,0.0,8,0.00025,10,1000,0.075,0,0.5,0,cosine,3,1,0.0001,900,"(767, 1022)",3,1,lesion,122.42311954498291,0.8962781101465225,0.8819284766912461,0.9053448557853698,0.9097901970148087,0.9090507447719574,0.9047921121120452,0.9136871486902237,0.9150723189115524,0.9179090619087219,0.9160504370927811
3,1,0.5,0,0,0.1,4,0.00048,100,1000,0.075,1,0.9,0,step,5,1,0.0001,470,"(1600, 1200)",3,1,leaf,110.38235235214233,0.293408243599697,0.37347903922200204,0.5606728877872229,0.4798858880996704,0.48939642757177354,0.6389529183506966,0.6411735877394676,0.6571484550833702,0.6534029945731163,0.6730093568563461
3,2,0.5,0,0,0.0,4,0.00018,100,1000,0.085,1,1.0,1,cosine,5,1,0.0,6321,"(374, 280)",1,1,fiber,114.47981715202332,0.22915408462285997,0.2581865772604942,0.2675750873982906,0.26960252597928047,0.2757329374551773,0.27660013511776926,0.28244024962186814,0.2852190800011158,0.2875396691262722,0.2892764419317245
2,1,0.1,0,0,0.1,16,0.00012,65,160,0.045,1,1.0,1,plateau,5,1,5e-05,898,"(900, 1600)",3,0,golf,124.24567222595215,0.37002856433391573,0.5590356588363647,0.6053606797009706,0.5667859129607677,0.5821001693606377,0.605264675617218,0.619659785926342,0.6220560282468796,0.6337587296962738,0.6141577705740928
3,2,0.1,1,0,0.0,16,0.00032,30,1000,0.07,2,0.5,0,step,5,0,0.0001,470,"(1600, 1200)",3,1,leaf,107.63661599159241,0.5061977121280506,0.602461151778698,0.6021871201694011,0.5982555024325847,0.5643101416528225,0.5941414628177881,0.6502844303846359,0.6627600088715553,0.6758149862289429,0.6750395864248275
3,1,0.8,0,0,0.0,16,0.0008,20,10,0.055,1,0.5,1,cosine_warm,5,1,0.0,898,"(900, 1600)",3,0,golf,129.96131658554077,0.22221426777541636,0.3600810829550028,0.4087216481566429,0.3266180481761694,0.2726215297356248,0.3912775255739689,0.10970458202064037,0.41181388702243565,0.41710567511618135,0.33938065767288206
5,2,0.5,1,0,0.1,8,0.00032,15,160,0.095,0,1.0,0,poly,3,0,5e-05,470,"(1600, 1200)",3,1,leaf,109.59709930419922,0.5851069120690227,0.5529096751473844,0.5112572714686394,0.6337845267727971,0.5910796763375401,0.6580519810318947,0.6130381451919675,0.6458035595715046,0.6607451692223549,0.6538828149437904
5,1,0.1,1,0,0.0,4,0.00048,15,10,0.055,2,0.9,0,cosine_warm,5,0,0.0001,898,"(900, 1600)",3,0,golf,122.8369996547699,0.40771258920431136,0.3967840574681759,0.3841469272971153,0.5283148676156998,0.5459198508411646,0.3653680428862572,0.4916360590606928,0.5228007800877095,0.5170574262738228,0.5070171156898141
5,1,0.1,1,1,0.0,16,6.5e-05,10,20,0.07,0,0.9,1,cosine,3,1,5e-05,470,"(1600, 1200)",3,1,leaf,127.5350980758667,0.5382549626752734,0.6321256831288338,0.6769830003380776,0.6426558293402195,0.642971377633512,0.6631165459752083,0.6688488401472569,0.6786751195788383,0.6689237408339977,0.6838547579944134
3,2,0.1,0,0,0.0,16,0.002,10,320,0.1,1,1.0,1,onecycle,5,0,0.0,109,"(1500, 1500)",3,1,building,165.68105483055115,0.2570615462958813,0.3212135396897793,0.33354778252542017,0.40618748888373374,0.32148421481251716,0.42512612268328664,0.4323354154825211,0.4321791537106037,0.43946396857500075,0.4385005168616772
3,1,0.8,1,1,0.1,16,1.5e-05,30,640,0.03,0,0.9,1,step,3,1,1e-05,470,"(1600, 1200)",3,1,leaf,125.64833569526672,0.5207019198685885,0.5527733750641346,0.5782762514427304,0.5816039837896824,0.6034904599189759,0.6183812320232391,0.6199243791401386,0.6386659480631351,0.6294886633753777,0.6175944529473781
3,1,0.8,1,1,0.1,16,6.5e-05,20,320,0.055,0,0.9,0,onecycle,5,1,5e-05,470,"(1600, 1200)",3,1,leaf,126.07468724250793,0.5696953915059566,0.6278027843683958,0.6121879518032074,0.6584494560956955,0.6664352685213089,0.6637819617986679,0.6738635033369065,0.6715903908014298,0.6696279942989349,0.6688751131296158
2,2,0.1,1,0,0.0,4,1.5e-05,40,160,0.05,1,0.5,1,plateau,3,1,0.0,524,"(1232, 1624)",3,1,eyes,141.67216300964355,0.2554573304019868,0.3011980948969722,0.31747651286423206,0.3396307099610567,0.3258840963244438,0.33209820166230203,0.3327250871807337,0.33591449111700056,0.33550353683531287,0.3358836490660906
2,1,0.1,0,1,0.0,8,0.004,20,160,0.07,0,0.5,1,onecycle,3,0,0.0,480,"(1080, 1920)",3,3,terrain,185.55045866966248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2,0.1,1,1,0.0,8,0.0005,30,20,0.04,1,1.0,0,cosine,5,1,1e-05,900,"(767, 1022)",3,1,lesion,137.46185302734375,0.8653580844402313,0.8674109280109406,0.8919962465763092,0.8960875362157822,0.895486804842949,0.8949086248874665,0.9015340507030487,0.9018638134002686,0.9058403432369232,0.9019794970750808
5,2,0.1,1,0,0.1,8,0.0005,50,160,0.07,1,1.0,0,step,3,1,0.0001,898,"(900, 1600)",3,0,golf,122.8492796421051,0.1876164773479104,0.26566676124930383,0.28353350311517717,0.39919854439795016,0.44183582328259946,0.46138506941497326,0.4501402497291565,0.4479247622191906,0.45121374540030956,0.4517001584172249
5,1,0.8,1,1,0.1,4,0.00025,65,320,0.075,1,0.9,0,poly,5,1,1e-05,6464,"(480, 854)",3,9,cholec,156.04587697982788,0.15434947218745948,0.1363041888922453,0.10511205662041903,0.22266531214118004,0.20989640131592752,0.23181249164044856,0.23233279958367348,0.2429318580776453,0.23502322994172573,0.25168958865106106
3,1,0.1,1,0,0.0,4,6e-05,65,10,0.1,1,1.0,0,poly,3,0,0.0001,900,"(767, 1022)",3,1,lesion,121.0435996055603,0.9153083741664887,0.9172034502029419,0.9202546268701554,0.9150519520044327,0.9219178766012192,0.9153698712587357,0.9180713027715683,0.9223707407712937,0.9214596390724182,0.9223226279020309
2,2,0.8,1,1,0.1,4,0.00048,30,40,0.08,2,1.0,1,cosine,3,0,1e-05,524,"(1232, 1624)",3,1,eyes,158.5234203338623,0.29627218544483186,0.19999514594674112,0.32679268047213555,0.2554361609742045,0.3513108342885971,0.2876010578125715,0.3621120885014534,0.35614956095814704,0.34964377135038377,0.36253596320748327
2,1,0.8,1,0,0.0,8,0.002,10,80,0.075,2,1.0,0,poly,5,1,0.0001,524,"(1232, 1624)",3,1,eyes,139.16106867790222,0.20809533102437855,0.25802338160574434,0.24307079520076513,0.2479576390236616,0.26930780373513696,0.2580466825515032,0.28547702096402644,0.29784295056015253,0.2767786165699363,0.301573415286839
3,1,0.1,1,0,0.1,8,1.5e-05,15,160,0.035,1,1.0,0,step,3,0,0.0,14164,"(600, 400)",3,12,human_parsing,192.11587858200073,0.862922978401184,0.8652472853660583,0.8655067712068558,0.8655450105667114,0.8659140229225158,0.8657921075820922,0.8658210307359695,0.8658668696880341,0.8659126430749893,0.8659208446741105
3,1,0.5,1,0,0.1,16,0.0015,30,10,0.055,2,0.9,0,onecycle,5,0,0.0001,524,"(1232, 1624)",3,1,eyes,139.37344455718994,0.04958112861786503,0.2707348223775625,0.2347599037922919,0.28464335231110455,0.27655029939487574,0.28483171444386246,0.26409192006103693,0.32965698428452017,0.3222198195755482,0.32750770524144174
