cosine_t0,cosine_t_mult,decay_rate,horizontal_flip,lora,lora_dropout,lora_rank,lr,onecycle_div_factor,onecycle_final_div_factor,onecycle_pct_start,patience_epochs,poly_power,random_rotate,sched,step_size,vertical_flip,weight_decay,num_samples,default_resolution,num_channels,num_classes,dataset,cost,epoch_0_iou,epoch_1_iou,epoch_2_iou,epoch_3_iou,epoch_4_iou,epoch_5_iou,epoch_6_iou,epoch_7_iou,epoch_8_iou,epoch_9_iou
5,2,0.1,0,1,0.1,4,0.001,15,40,0.08,1,0.5,1,poly,5,0,0.0,14164,"(600, 400)",3,12,human_parsing,215.08438801765442,0.6263248786330223,0.7716413080692291,0.7438382178544998,0.7729771643877029,0.7646887004375458,0.8045980945229531,0.78288154900074,0.8274289578199386,0.8132346153259278,0.8390569716691971
3,2,0.5,1,1,0.0,8,0.003,20,320,0.05,1,0.5,0,poly,5,1,1e-05,898,"(900, 1600)",3,0,golf,149.73583436012268,0.0,0.0,1.1067278524024005e-05,6.671093979093712e-06,5.599512587650679e-06,1.1807999908342025e-05,0.0002584084725640423,2.3814149699319387e-05,0.0013887138855352532,0.00025623168048696245
5,1,0.8,1,1,0.0,8,0.00012,30,40,0.035,2,0.5,1,plateau,5,0,0.0001,109,"(1500, 1500)",3,1,building,195.82171177864075,0.35379780158400537,0.33596770018339156,0.37717389687895775,0.4009335540235043,0.3789432518184185,0.4044582970440388,0.41503834202885626,0.4048382416367531,0.41380750089883805,0.4194317229092121
5,2,0.5,0,1,0.1,16,0.003,10,160,0.08,2,0.5,1,cosine_warm,5,1,1e-05,524,"(1232, 1624)",3,1,eyes,171.18825459480286,0.21607233434915543,0.23580778557807208,0.2540564451366663,0.26047802399843933,0.27406985508278014,0.24374705441296102,0.25690957698971034,0.27140077445656063,0.26350952899083496,0.2645677160471678
5,1,0.5,0,1,0.0,8,0.004,10,320,0.065,1,0.5,0,poly,3,0,0.0001,470,"(1600, 1200)",3,1,leaf,130.0763590335846,0.19194848007864493,0.2865192502271384,0.23408471755683422,0.22474218793213369,0.2961826130747795,0.2421938318759203,0.29652857217006384,0.2776763326488435,0.35052458485588434,0.36265305234119294
5,1,0.1,1,1,0.1,4,0.007,50,320,0.085,2,0.5,0,cosine,3,1,0.0,6321,"(374, 280)",1,1,fiber,127.73209381103516,0.0,0.0,0.057409179490059616,0.03492510081268847,0.053363584261387584,0.06351063316687941,0.05490043507888913,0.06024510599672794,0.0517303703352809,0.06388118099421262
3,2,0.8,1,0,0.1,4,2e-05,100,320,0.075,0,1.0,1,poly,5,0,0.0001,109,"(1500, 1500)",3,1,building,165.71088814735413,0.27695056796073914,0.3334577947854996,0.3347002502530813,0.3378708928823471,0.3483860339969397,0.3468920525163412,0.3651829678565264,0.36371379867196085,0.36669769510626793,0.3685170590877533
5,2,0.1,1,0,0.0,16,0.00018,25,40,0.09,0,0.5,0,plateau,5,1,0.0,109,"(1500, 1500)",3,1,building,163.09589886665344,0.32697441019117834,0.3638997808098793,0.31171521209180353,0.37735393568873404,0.3824504815042019,0.3724129244685173,0.38450420275330544,0.3871254824101925,0.38383894264698026,0.38451777771115303
5,1,0.1,1,0,0.1,4,0.0001,20,1000,0.09,0,1.0,1,cosine_warm,3,0,1e-05,900,"(767, 1022)",3,1,lesion,122.26680755615234,0.881965047121048,0.9120378822088242,0.9193110823631286,0.9213501036167144,0.9167232632637023,0.9129825979471207,0.914573472738266,0.9176019608974457,0.9226208746433258,0.9237642675638199
5,2,0.1,1,1,0.0,8,1.2e-05,40,160,0.04,0,0.9,1,poly,3,1,0.0,633,"(464, 449)",3,3,US,164.64934849739075,0.7651899039745331,0.8151601165533066,0.8319552779197693,0.8352686852216721,0.83164883852005,0.8377308934926987,0.8414740085601806,0.844206714630127,0.840564626455307,0.8439422607421875
5,2,0.8,1,0,0.1,8,0.00012,20,640,0.055,0,0.9,1,cosine,5,1,5e-05,109,"(1500, 1500)",3,1,building,166.1435730457306,0.3251120086759329,0.3657777726650238,0.37561341002583504,0.3715101346373558,0.3943700663745403,0.3946985624730587,0.3848918542265892,0.40671144127845765,0.3981855407357216,0.4079745031893253
5,2,0.5,0,1,0.1,4,0.00032,40,80,0.1,0,0.9,1,plateau,3,1,5e-05,14164,"(600, 400)",3,12,human_parsing,209.78146171569824,0.8323333084583282,0.8396502584218979,0.8342684388160706,0.8630825817584992,0.8627512395381928,0.8561899334192276,0.8656807899475097,0.8693180501461029,0.861986169219017,0.8685713231563568
5,1,0.8,1,0,0.1,16,0.003,40,20,0.075,2,1.0,1,step,5,0,0.0,14164,"(600, 400)",3,12,human_parsing,198.00589895248413,0.21096763163805007,0.48006638064980506,0.5120649486780167,0.4621233768761158,0.5980177327990532,0.6118500471115113,0.6528864189982414,0.6728574216365815,0.6597323015332222,0.656505411863327
2,2,0.5,1,1,0.0,16,0.006,15,80,0.09,1,0.9,0,onecycle,3,0,0.0001,14164,"(600, 400)",3,12,human_parsing,211.07351684570312,0.04687578935408965,0.0,0.02722319002641598,0.00820797853230033,0.0049191403926670315,0.08138883728533983,0.11347077107056976,0.2443481855094433,0.2707148715853691,0.2851585030555725
5,2,0.8,0,1,0.0,16,0.0001,10,10,0.03,2,0.9,0,cosine,3,0,0.0001,109,"(1500, 1500)",3,1,building,188.5846095085144,0.21195667888969183,0.36751896515488625,0.2932943768799305,0.39159292727708817,0.3946302443742752,0.4063648283481598,0.4183258816599846,0.40886209458112716,0.41826034858822825,0.4171308808028698
3,1,0.1,0,1,0.0,4,2e-05,50,80,0.085,0,1.0,1,poly,3,1,0.0,109,"(1500, 1500)",3,1,building,189.32206463813782,0.2894981920719147,0.3364813387393951,0.3518780626356602,0.3595316864550114,0.3563502408564091,0.3630750648677349,0.366013141721487,0.3741063229739666,0.3713291630148888,0.3756918326020241
2,2,0.5,0,0,0.1,8,1.2e-05,100,20,0.07,2,0.5,0,onecycle,5,0,1e-05,489,"(288, 384)",3,1,polyp,103.60245680809021,0.7857400126755237,0.797113236784935,0.8010644096881151,0.8004969257861376,0.8024936379864812,0.8017542708665133,0.8028596092015505,0.8019721681252122,0.802250731177628,0.8024391248822212
3,1,0.8,0,1,0.0,16,6e-05,30,640,0.04,0,1.0,1,plateau,5,0,5e-05,109,"(1500, 1500)",3,1,building,186.1986060142517,0.33152260482311247,0.36435635946691036,0.3757839765399694,0.36726840808987615,0.37267336547374724,0.40276897996664046,0.40173777714371683,0.4084631934762001,0.41184301748871804,0.4061580017209053
3,1,0.8,1,0,0.0,8,2.5e-05,30,320,0.07,0,0.5,1,cosine_warm,5,1,0.0,633,"(464, 449)",3,3,US,146.1283676624298,0.7931789726018905,0.841205382347107,0.8395001947879791,0.8390787571668625,0.8486563295125962,0.8410402834415436,0.8476078629493713,0.8497570425271987,0.8565361142158509,0.85063396692276
5,2,0.8,1,1,0.0,16,1.2e-05,25,640,0.08,1,1.0,0,plateau,5,1,5e-05,6464,"(480, 854)",3,9,cholec,158.1478888988495,0.1798686608672142,0.17983937170356512,0.19349780529737473,0.2096878571435809,0.2020365593954921,0.2112842733040452,0.20443520322442055,0.20681377910077572,0.20989229269325732,0.20223629400134085
5,1,0.8,1,0,0.1,16,0.00025,65,10,0.1,2,0.9,1,poly,5,1,0.0,633,"(464, 449)",3,3,US,141.66909790039062,0.8157735705375672,0.8222997426986695,0.8337258756160736,0.8685903906822204,0.873503664135933,0.8753269284963607,0.8864242017269135,0.8829971015453338,0.882614940404892,0.888784459233284
3,1,0.8,1,1,0.1,8,0.0005,30,40,0.05,0,0.5,0,onecycle,3,1,0.0,6464,"(480, 854)",3,9,cholec,158.37390756607056,0.11317880567512476,0.1358788123354316,0.14780401028692722,0.147068802267313,0.20748893748968839,0.19646986722946166,0.22170947305858135,0.22691939249634743,0.22961979657411574,0.23495922833681107
5,2,0.1,0,0,0.0,8,0.0008,30,320,0.085,0,0.5,0,step,5,1,1e-05,470,"(1600, 1200)",3,1,leaf,105.03275728225708,0.4343258044682443,0.28754585348069667,0.37305491138249636,0.45110848769545553,0.4406772152869962,0.5577302824705839,0.5815623920410872,0.5993088837713003,0.6051925588399172,0.6148828849196434
3,2,0.8,0,0,0.1,16,6e-05,40,640,0.1,2,0.5,0,cosine,5,0,5e-05,524,"(1232, 1624)",3,1,eyes,141.6048228740692,0.32409798055887223,0.31140933409333227,0.35369193479418753,0.36481906548142434,0.3784038953483105,0.376400376111269,0.37687419801950456,0.3757414385676384,0.3652804709970951,0.37379727736115453
5,1,0.1,0,0,0.0,8,0.002,40,40,0.08,1,1.0,0,cosine,5,0,1e-05,633,"(464, 449)",3,3,US,141.8281819820404,0.7135019361972809,0.7302515640854835,0.7724419802427291,0.7797382324934006,0.7709718078374863,0.8167540729045868,0.8225192636251449,0.8286268025636673,0.8343723982572555,0.8326888233423233
5,2,0.5,1,0,0.0,8,0.00012,10,20,0.075,1,0.5,1,cosine,3,1,1e-05,480,"(1080, 1920)",3,3,terrain,171.3619613647461,0.4643628098070621,0.5183509543538094,0.45121242478489876,0.4847912833094597,0.4290632288902998,0.5368259370326995,0.5243460148572922,0.5255565572530031,0.5261682480573654,0.5451692670583725
5,1,0.8,1,1,0.1,16,0.00048,30,80,0.09,1,0.5,1,onecycle,5,0,1e-05,109,"(1500, 1500)",3,1,building,187.37680315971375,0.349005489051342,0.34168129563331606,0.36298638209700584,0.40828743353486063,0.4128805950284004,0.408812153339386,0.428755122423172,0.4265768460929394,0.42694147154688833,0.42250517979264257
2,2,0.8,0,0,0.1,16,0.006,80,1000,0.055,0,1.0,0,poly,5,0,0.0001,14164,"(600, 400)",3,12,human_parsing,194.84051656723022,3.2013931559049526e-07,0.0037591798210996783,0.011640760638692882,0.0064858541226385565,0.008680479569966338,0.006224183899416857,0.01409061899757944,0.01107598386661266,0.011095035172183998,0.008537873528621277
5,1,0.1,1,0,0.1,16,0.0008,30,40,0.04,0,0.5,0,cosine_warm,5,1,0.0001,14164,"(600, 400)",3,12,human_parsing,204.21472787857056,0.7404906541109085,0.7508696347475052,0.8118173211812973,0.8286474078893662,0.8513223826885223,0.7636687725782394,0.8007650941610336,0.8155192524194718,0.8446848928928375,0.8345830321311951
2,1,0.5,0,1,0.0,4,0.0004,50,40,0.07,1,1.0,1,cosine_warm,5,0,5e-05,900,"(767, 1022)",3,1,lesion,139.75108075141907,0.9002005606889725,0.9104422330856323,0.8890153735876083,0.9086928278207779,0.8680427640676498,0.9096049726009369,0.9034914433956146,0.9089269995689392,0.9044306367635727,0.9079498589038849
5,1,0.5,0,0,0.1,4,1.2e-05,100,40,0.03,1,0.5,0,onecycle,3,0,0.0001,898,"(900, 1600)",3,0,golf,128.23119449615479,0.4194002885837108,0.4931135017424822,0.5247560322284699,0.547801710292697,0.5564862783998251,0.5710578504949808,0.574420241266489,0.5728750776499509,0.5756948478519917,0.5755073811858893
3,1,0.5,0,1,0.1,4,0.0001,20,640,0.03,1,1.0,0,cosine_warm,5,0,1e-05,480,"(1080, 1920)",3,3,terrain,193.58836936950684,0.48793203495442866,0.5069105012342334,0.5430091165006161,0.4907588757574558,0.5172834172844887,0.5411196768283844,0.5222500659525394,0.5353943534195423,0.5644977070391178,0.5602293714880944
3,2,0.1,1,1,0.0,8,0.00012,65,80,0.045,1,1.0,1,cosine,3,0,0.0,109,"(1500, 1500)",3,1,building,189.17319560050964,0.3473569482564926,0.370339884608984,0.3877135798335075,0.38309021592140197,0.3999247156083584,0.41113210693001745,0.40741982832551005,0.40996143519878386,0.41295620054006577,0.4133412681519985
3,1,0.8,1,1,0.1,8,0.001,20,640,0.055,2,0.9,1,cosine_warm,3,0,5e-05,109,"(1500, 1500)",3,1,building,187.20926213264465,0.09508582158014178,0.35808630362153054,0.37494706735014915,0.37458388432860373,0.3800638161599636,0.3844234324991703,0.37467931807041166,0.4114365942776203,0.4132797710597515,0.41350912377238275
5,2,0.8,1,1,0.0,4,0.00018,40,80,0.055,0,0.9,0,plateau,5,1,0.0,6464,"(480, 854)",3,9,cholec,156.7690944671631,0.15464942194521428,0.18368037715554236,0.1998273141682148,0.20921271219849585,0.20659327283501625,0.2235084269195795,0.23650325536727906,0.24873427711427212,0.2552307665348053,0.20196221694350242
5,2,0.8,0,0,0.1,4,0.0004,15,10,0.1,2,1.0,0,step,5,0,0.0,900,"(767, 1022)",3,1,lesion,121.38655948638916,0.9020809412002564,0.8813519477844238,0.9012386798858643,0.8999204635620117,0.8988216996192933,0.906473770737648,0.8956636726856232,0.903863912820816,0.8996622204780579,0.906907832622528
5,2,0.5,0,1,0.0,8,2e-05,15,80,0.03,1,0.5,0,plateau,3,1,0.0001,633,"(464, 449)",3,3,US,155.91663932800293,0.8216820955276489,0.8333797514438629,0.8651847928762436,0.8567407399415969,0.8537808030843734,0.8651018798351288,0.8624484956264495,0.8617065846920013,0.8622538596391678,0.8646764695644379
2,2,0.1,0,1,0.0,8,0.0001,40,40,0.07,2,0.9,0,cosine,3,0,5e-05,6321,"(374, 280)",1,1,fiber,126.73623085021973,0.22755083814263344,0.2546420581638813,0.24235279113054276,0.24945823103189468,0.2526968076825142,0.2764399580657482,0.2719407841563225,0.27397757545113566,0.27584644854068757,0.27121109068393706
2,1,0.8,0,0,0.0,8,0.002,50,20,0.08,2,1.0,0,cosine_warm,3,0,0.0001,633,"(464, 449)",3,3,US,140.42954230308533,0.7628625333309174,0.8006018757820129,0.7599953934550285,0.8245050072669983,0.8101421535015106,0.8328422367572784,0.8167340338230134,0.8372804373502731,0.8165545165538788,0.8393246978521347
5,2,0.8,1,0,0.1,4,0.00032,30,80,0.055,0,1.0,0,onecycle,5,0,0.0,898,"(900, 1600)",3,0,golf,123.68742752075195,0.3942445520311594,0.47913667690008876,0.49843117855489255,0.5257083661854267,0.5564837601035834,0.6083681680262089,0.6038308784365654,0.6239055175334215,0.6254095882177353,0.6254412356764079
3,1,0.1,1,1,0.1,16,0.0004,65,640,0.03,0,1.0,0,cosine_warm,3,0,1e-05,470,"(1600, 1200)",3,1,leaf,124.54133009910583,0.5352231658995151,0.6122751131653785,0.6202675998210907,0.6027604945003986,0.6613344132900238,0.6697485536336899,0.5720176644623279,0.6141611086204648,0.6340300530195236,0.6286133147776127
5,2,0.1,0,0,0.0,8,1.5e-05,30,160,0.075,0,1.0,1,plateau,3,1,0.0001,898,"(900, 1600)",3,0,golf,124.78901314735413,0.4606747037731111,0.526791862398386,0.5770450763404369,0.5910209164023399,0.5994610898196697,0.6206280268728733,0.6183265917003155,0.6175843100994826,0.6178671564906836,0.617881166189909
5,2,0.8,0,0,0.0,4,0.006,10,1000,0.045,0,0.9,1,poly,3,0,1e-05,14164,"(600, 400)",3,12,human_parsing,197.4691686630249,0.010619307168235536,0.0035539120406610893,0.013726063590002013,0.005894268447809737,0.005367527807948136,0.0014871757824948873,0.004235819921905204,0.010737635700206739,0.008491532814878156,0.007941589022630069
2,2,0.5,1,0,0.0,8,0.001,65,320,0.09,2,1.0,0,cosine,3,1,5e-05,480,"(1080, 1920)",3,3,terrain,168.6563024520874,0.3504208356142044,0.12883177193580195,0.3517491742968559,0.3705999590456486,0.3410496760159731,0.36636088602244854,0.3240294113755226,0.4210299223661423,0.437444706633687,0.4549832038581371
5,2,0.5,0,0,0.1,8,0.0005,25,20,0.085,1,0.9,0,poly,5,0,0.0,489,"(288, 384)",3,1,polyp,101.44234704971313,0.6310462517663836,0.7006188854575157,0.7076951120514423,0.7118265964090824,0.7398823618888855,0.7661070168018341,0.7591188445687294,0.7677070543169975,0.7729027662426233,0.7725482959300279
3,1,0.8,1,0,0.0,16,0.0001,15,40,0.035,0,0.9,1,onecycle,3,0,0.0,633,"(464, 449)",3,3,US,140.3309769630432,0.8359150648117065,0.8707536071538925,0.8733558684587479,0.8809493958950043,0.8807971864938736,0.8885042428970337,0.8982098460197449,0.8984349995851517,0.8992162853479385,0.8982885330915451
5,1,0.8,1,0,0.0,16,2.5e-05,40,10,0.065,0,0.9,0,onecycle,3,0,0.0,900,"(767, 1022)",3,1,lesion,121.14872241020203,0.9034063309431076,0.9076471328735352,0.9140770673751831,0.9158299624919891,0.9191829830408096,0.9182753562927246,0.9195151269435883,0.9197023272514343,0.9198220849037171,0.919913324713707
2,2,0.1,1,1,0.0,4,0.00025,50,10,0.085,0,0.9,1,poly,5,1,0.0001,14164,"(600, 400)",3,12,human_parsing,210.0676941871643,0.8460767060518265,0.8377824038267135,0.8524851828813553,0.8566650420427322,0.8462965160608291,0.8697952687740326,0.845697996020317,0.8660717844963074,0.868710857629776,0.8741556912660599
3,1,0.1,1,1,0.0,8,0.0001,20,40,0.03,0,0.5,0,step,5,0,1e-05,524,"(1232, 1624)",3,1,eyes,156.70337581634521,0.31265290528535844,0.3331618756055832,0.358745364844799,0.32175118923187257,0.3468380063772202,0.3752798318862915,0.379474151879549,0.3733518525958061,0.36870587393641474,0.37096783593297006
5,1,0.5,1,1,0.1,4,0.0001,30,640,0.035,0,1.0,1,step,3,0,5e-05,470,"(1600, 1200)",3,1,leaf,126.23834133148193,0.5290262482827529,0.6083405364304781,0.5691975295543671,0.6173132132738829,0.6582341745495797,0.6520287930965424,0.6654022723436356,0.6371817246079445,0.647612190619111,0.6312938863411546
3,2,0.5,1,0,0.0,4,0.00025,65,80,0.075,1,0.9,1,onecycle,5,0,0.0001,489,"(288, 384)",3,1,polyp,102.84111738204956,0.7752737373113632,0.7349776420742273,0.724397687241435,0.7705904807895422,0.7832170788198709,0.7894800081849098,0.7908005269244314,0.7946711041033268,0.7960953619331121,0.796236977726221
2,2,0.1,1,1,0.0,4,6.5e-05,25,20,0.065,2,0.9,1,step,5,0,1e-05,6321,"(374, 280)",1,1,fiber,129.14592576026917,0.20540085583925247,0.22282759249210357,0.2533258818089962,0.2605666510760784,0.2649581104516983,0.27143731862306597,0.272354231774807,0.27471435591578486,0.2746971182525158,0.26928874775767325
5,2,0.5,0,0,0.1,8,0.004,10,20,0.08,1,0.5,0,step,5,1,5e-05,900,"(767, 1022)",3,1,lesion,121.06460809707642,0.7078298650681972,0.8223460510373115,0.7973721936345101,0.6667216151952744,0.8260119333863258,0.8485881850123406,0.8417475953698158,0.8498580843210221,0.8489251360297203,0.857566973567009
2,1,0.8,1,1,0.1,4,0.0005,15,40,0.065,0,0.5,0,cosine,3,0,1e-05,470,"(1600, 1200)",3,1,leaf,126.27308773994446,0.5332510199397802,0.5638622652739287,0.5348764282418415,0.568531621992588,0.6230434015393257,0.6263662539422512,0.6205196604132652,0.6344567395746707,0.6482487328350544,0.6452886968851089
5,1,0.5,1,0,0.1,16,0.003,20,80,0.085,2,1.0,1,plateau,5,1,0.0,14164,"(600, 400)",3,12,human_parsing,196.87390327453613,0.17612194195389747,0.3028266832232475,0.3487277012318373,0.3824190482497215,0.4077413573861122,0.4708218738436699,0.5146279543638229,0.47093355655670166,0.5385933801531791,0.570216779410839
3,1,0.5,1,1,0.1,4,0.002,30,40,0.065,0,0.9,1,onecycle,5,1,0.0,14164,"(600, 400)",3,12,human_parsing,211.32616186141968,0.3619076251983643,0.5118565663695336,0.593028961494565,0.6976401373744011,0.6519757762551308,0.7198837950825692,0.7791669219732285,0.8110141962766647,0.8076715648174286,0.8126001447439194
3,2,0.1,1,0,0.1,16,0.001,50,10,0.035,1,1.0,1,cosine,3,1,0.0001,6321,"(374, 280)",1,1,fiber,106.65095615386963,0.17854817509651183,0.2402869939804077,0.26004266664385794,0.2610235646367073,0.26961774602532385,0.2752726532518864,0.2855586312711239,0.28443215414881706,0.28935141786932944,0.2919714353978634
2,2,0.8,0,0,0.0,4,0.00012,10,10,0.04,0,0.9,1,cosine_warm,5,1,5e-05,524,"(1232, 1624)",3,1,eyes,141.9120569229126,0.30268452763557435,0.3263582833111286,0.3366294212639332,0.3425903290510178,0.368016067892313,0.36962053179740906,0.3510411150753498,0.3260828867554665,0.3603120669722557,0.368272140622139
2,1,0.1,0,0,0.1,16,1e-05,25,640,0.055,2,0.5,1,plateau,3,0,0.0,109,"(1500, 1500)",3,1,building,164.94646430015564,0.1732111285064093,0.29166132491081953,0.3127312261611223,0.32564664259552956,0.34369047582149503,0.35388525277376176,0.3643156312406063,0.36007998436689376,0.3695449158549309,0.3776739344000816
5,1,0.8,0,1,0.1,16,3.5e-05,10,640,0.05,1,0.9,0,cosine_warm,3,1,1e-05,6321,"(374, 280)",1,1,fiber,127.91908192634583,0.1703012354671955,0.21937276050448418,0.2040008969604969,0.2211127646267414,0.2293956384062767,0.20523125305771828,0.2527374714612961,0.25014752671122553,0.2606168895959854,0.2450658716261387
3,2,0.5,1,1,0.1,8,0.0001,80,160,0.09,1,0.5,1,onecycle,3,1,1e-05,898,"(900, 1600)",3,0,golf,140.84485292434692,0.3590693552047014,0.5411823067814112,0.5808333482593298,0.6141628846526146,0.6133251368999482,0.6211450509727001,0.6274297133088111,0.6305074013769627,0.6353229645639658,0.6357449751347304
3,1,0.1,0,0,0.0,4,1.2e-05,80,640,0.03,1,1.0,1,cosine,5,0,1e-05,6464,"(480, 854)",3,9,cholec,145.21303534507751,0.1839566608890891,0.1696262901648879,0.19372290149331092,0.2113439582288265,0.20647017788141966,0.20998428519815207,0.20850489269942046,0.209905150718987,0.20765065643936395,0.21075807344168423
3,2,0.5,0,1,0.0,8,5e-05,80,80,0.035,1,1.0,0,poly,3,0,1e-05,900,"(767, 1022)",3,1,lesion,137.73849630355835,0.9077611416578293,0.9108532875776291,0.9146356105804443,0.91745345890522,0.9205874115228653,0.9218871027231217,0.9175413876771927,0.9197291195392608,0.9199699133634567,0.9204286456108093
5,1,0.5,0,1,0.0,16,1.2e-05,20,80,0.095,2,0.5,0,step,3,0,0.0001,489,"(288, 384)",3,1,polyp,116.45730447769165,0.7869130216538907,0.7965635452419519,0.7967093162238598,0.7990854911506176,0.8012222908437252,0.8029500413686037,0.8024582421407104,0.8034647995606065,0.8019379379227758,0.8032149996608495
3,1,0.1,1,0,0.0,4,0.002,10,320,0.065,1,0.5,0,onecycle,5,1,5e-05,470,"(1600, 1200)",3,1,leaf,104.97126030921936,0.3651581773534417,0.3817519792355597,0.38106913175433876,0.2224209560867166,0.44208229407668115,0.4869691086933017,0.5133433185517788,0.5112807991914451,0.5180898632854223,0.524774220213294
5,1,0.5,0,0,0.0,8,0.001,80,640,0.04,0,0.5,0,cosine_warm,3,0,0.0,633,"(464, 449)",3,3,US,140.30386877059937,0.797128626704216,0.8179942905902863,0.8555057317018508,0.8656944960355759,0.8750960856676102,0.8241726845502854,0.8333074152469635,0.8630114495754242,0.8755963414907455,0.883151975274086
5,1,0.8,0,1,0.1,16,0.0004,25,80,0.06,1,0.5,0,poly,5,1,0.0,633,"(464, 449)",3,3,US,155.26754474639893,0.7830510020256043,0.8460023820400238,0.8787278324365616,0.8693094402551651,0.8707965642213822,0.8814969182014465,0.871386244893074,0.8807289361953735,0.8808436572551728,0.8925328820943832
5,1,0.1,0,0,0.1,16,0.00018,80,640,0.07,1,1.0,0,poly,3,0,5e-05,900,"(767, 1022)",3,1,lesion,120.73497295379639,0.9028530478477478,0.9171204686164856,0.9143608540296555,0.9093256115913391,0.9179150044918061,0.9161584556102753,0.9153281092643738,0.9138795822858811,0.9188184320926667,0.9195816725492477
2,1,0.8,0,0,0.0,4,0.003,25,320,0.03,0,1.0,0,step,5,0,0.0,6464,"(480, 854)",3,9,cholec,139.4868290424347,0.0,0.0,0.0,0.007305277794512221,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0.1,0,1,0.0,8,1e-05,30,80,0.095,1,0.9,1,onecycle,5,0,0.0001,633,"(464, 449)",3,3,US,160.89570355415344,0.7691899597644806,0.8218998551368714,0.8272411316633225,0.8492503225803375,0.8502348184585571,0.8563918203115464,0.8611568301916123,0.8589219123125076,0.858052209019661,0.8578418493270874
5,1,0.8,0,1,0.0,4,2e-05,30,320,0.1,1,0.5,0,plateau,5,1,0.0001,6321,"(374, 280)",1,1,fiber,127.2269377708435,0.16241298280656338,0.19787169843912125,0.20370707362890245,0.20456860214471817,0.20999997332692147,0.22198003455996512,0.24528079330921174,0.21957185193896295,0.24527870118618011,0.22121250331401826
5,2,0.5,1,1,0.0,8,0.004,15,160,0.075,1,0.9,1,cosine_warm,5,0,0.0001,480,"(1080, 1920)",3,3,terrain,185.9923586845398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,0.1,0,1,0.1,8,0.00055,65,640,0.035,0,1.0,0,poly,3,1,0.0001,109,"(1500, 1500)",3,1,building,187.59050512313843,0.34020077511668206,0.3715104013681412,0.31438861042261124,0.3884859688580036,0.4049004830420017,0.41737815365195274,0.4270842283964157,0.4172385916113853,0.42230626866221427,0.4277484729886055
2,2,0.5,1,0,0.0,4,5e-05,40,160,0.085,2,0.5,1,cosine_warm,3,1,0.0001,109,"(1500, 1500)",3,1,building,166.08688044548035,0.2808743938803673,0.3334932021796703,0.3569517023861408,0.367387717217207,0.37167957834899423,0.3745152421295643,0.36482187286019324,0.37226172387599943,0.36778107956051825,0.39445570632815363
5,2,0.1,1,0,0.1,8,0.002,10,20,0.045,0,0.9,1,cosine,3,0,0.0001,900,"(767, 1022)",3,1,lesion,122.61269998550415,0.8128153800964355,0.7471080429852008,0.8512541890144348,0.8469854861497879,0.8507207155227661,0.8739419311285019,0.8708403706550598,0.8742213666439056,0.8833919316530228,0.8801278620958328
3,1,0.1,0,1,0.1,4,0.0015,20,640,0.065,0,0.5,1,cosine,5,1,1e-05,470,"(1600, 1200)",3,1,leaf,127.34820508956909,0.4275392317213118,0.3827429559081793,0.42972889449447393,0.44474140089787395,0.516583203151822,0.5054728474467993,0.5311630740761757,0.5241194928064943,0.5394661519676447,0.5300896096043288
2,1,0.5,0,1,0.1,16,0.00012,15,160,0.1,1,0.5,0,poly,3,1,0.0,470,"(1600, 1200)",3,1,leaf,125.48258185386658,0.5764665924012661,0.5705960412044078,0.6471825115382671,0.6679647788405418,0.6163523674011231,0.6657504662871361,0.6652274057269096,0.6408897042274475,0.6658001907169819,0.6625504799187183
2,2,0.8,0,0,0.1,4,6.5e-05,65,80,0.08,0,0.5,0,plateau,3,0,1e-05,6464,"(480, 854)",3,9,cholec,138.15689849853516,0.2167597459629178,0.2452479310333729,0.22795354723930358,0.24000934027135373,0.22302136570215225,0.24523166939616203,0.24710544496774672,0.23940901570022105,0.2466138679534197,0.24294129386544228
3,2,0.8,1,1,0.1,4,0.001,40,10,0.095,0,0.9,0,plateau,3,1,1e-05,524,"(1232, 1624)",3,1,eyes,157.2618260383606,0.16947186132892966,0.1752154730260372,0.26498466841876506,0.2477569941431284,0.16428042575716972,0.2996356520801783,0.28727310076355933,0.29896612334996464,0.2893994603306055,0.3034341488033533
3,2,0.5,1,0,0.1,8,0.0005,40,1000,0.09,1,0.9,1,poly,3,0,0.0001,633,"(464, 449)",3,3,US,141.36685585975647,0.811909481883049,0.8551184087991714,0.8612077623605728,0.8637008041143417,0.8791137486696243,0.8791920483112335,0.8879985004663468,0.9024496883153915,0.9031445503234863,0.9031728804111481
5,2,0.8,1,0,0.0,16,1e-05,100,80,0.08,1,0.9,1,cosine_warm,5,1,0.0,6464,"(480, 854)",3,9,cholec,142.49758577346802,0.16525353882461785,0.17388812080025673,0.1782769810408354,0.18477648664265872,0.1864025253802538,0.1916186034679413,0.18179867267608643,0.19819484632462264,0.20381946638226509,0.2048207649961114
2,2,0.5,0,1,0.0,4,0.004,65,10,0.05,2,0.5,0,cosine,3,0,5e-05,524,"(1232, 1624)",3,1,eyes,156.49754095077515,0.1750736266374588,0.19479014314711093,0.1531821062322706,0.21753734881058334,0.19493131656199694,0.18182169599458575,0.23311742395162582,0.2205258535221219,0.2733901601284742,0.27548029478639363
